State,County,Year,Days with AQI,Good Days,Moderate Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Unhealthy day total
Nebraska,Cass,2020,358,0.9664804469273743,0.0335195530726257,71,32,14,0,0,0,0,0,358,0.0
Nebraska,Douglas,2020,366,0.8661202185792349,0.1284153005464481,156,55,36,2,0,174,19,150,21,0.00546448087431694
Nebraska,Hall,2020,338,0.9289940828402367,0.07100591715976332,85,43,20,0,0,0,0,338,0,0.0
Nebraska,Knox,2020,365,0.9342465753424658,0.06575342465753424,84,48,35,0,0,365,0,0,0,0.0
Nebraska,Lancaster,2020,366,0.9672131147540983,0.03278688524590164,74,45,30,0,0,216,86,64,0,0.0
Nebraska,Sarpy,2020,316,0.8829113924050633,0.11075949367088607,149,52,29,0,0,0,0,316,0,0.006329113924050633
Nebraska,Scotts Bluff,2020,278,0.8057553956834532,0.18705035971223022,122,55,27,0,0,0,0,278,0,0.007194244604316547
Nebraska,Thomas,2020,47,1.0,0.0,23,18,9,0,0,0,0,47,0,0.0
Nebraska,Washington,2020,110,0.9454545454545454,0.05454545454545454,72,42,23,0,0,0,0,110,0,0.0
Nevada,Carson City,2020,366,0.825136612021858,0.12021857923497267,192,67,41,0,0,260,0,106,0,0.0546448087431694
Nevada,Churchill,2020,363,0.9256198347107438,0.06887052341597796,147,50,40,0,0,363,0,0,0,0.005509641873278237
Nevada,Clark,2020,366,0.29508196721311475,0.6366120218579235,174,93,61,0,17,214,0,123,12,0.06830601092896176
Nevada,Douglas,2020,366,0.8497267759562842,0.10382513661202186,249,60,17,0,0,0,0,366,0,0.04644808743169399
Nevada,Elko,2020,363,0.9256198347107438,0.07162534435261708,101,46,18,0,0,0,0,0,363,0.0027548209366391185
Nevada,Lyon,2020,356,0.8651685393258427,0.10955056179775281,331,59,38,0,0,302,0,0,54,0.02247191011235955
Nevada,Nye,2020,366,0.9371584699453552,0.0546448087431694,200,40,21,0,0,0,0,0,366,0.00819672131147541
Nevada,Washoe,2020,366,0.6530054644808743,0.2814207650273224,240,85,46,0,4,259,0,96,7,0.06557377049180328
Nevada,White Pine,2020,361,0.8227146814404432,0.16897506925207756,136,61,44,0,0,361,0,0,0,0.008310249307479225
New Hampshire,Belknap,2020,359,0.9832869080779945,0.016713091922005572,61,43,30,0,0,200,0,159,0,0.0
New Hampshire,Cheshire,2020,366,0.9262295081967213,0.07377049180327869,75,47,35,0,0,250,0,116,0,0.0
New Hampshire,Coos,2020,366,0.9262295081967213,0.07377049180327869,74,50,43,0,0,366,0,0,0,0.0
New Hampshire,Grafton,2020,366,0.9699453551912568,0.030054644808743168,66,43,33,0,0,318,0,48,0,0.0
New Hampshire,Hillsborough,2020,366,0.9781420765027322,0.02185792349726776,90,45,36,0,0,355,0,11,0,0.0
New Hampshire,Merrimack,2020,366,0.9890710382513661,0.01092896174863388,74,44,28,0,0,213,153,0,0,0.0
New Hampshire,Rockingham,2020,366,0.8961748633879781,0.10382513661202186,90,51,38,0,0,273,0,93,0,0.0
New Jersey,Atlantic,2020,363,0.9201101928374655,0.07988980716253444,90,47,34,0,0,244,5,114,0,0.0
New Jersey,Bergen,2020,364,0.8021978021978022,0.18956043956043955,119,58,39,3,66,159,0,136,0,0.008241758241758242
New Jersey,Camden,2020,366,0.7978142076502732,0.20218579234972678,87,58,40,0,10,202,0,154,0,0.0
New Jersey,Cumberland,2020,365,0.873972602739726,0.12602739726027398,71,52,38,0,4,206,0,155,0,0.0
New Jersey,Essex,2020,366,0.8032786885245902,0.19398907103825136,127,58,39,1,63,161,0,141,0,0.00273224043715847
New Jersey,Gloucester,2020,253,0.9130434782608695,0.08300395256916997,101,49,36,0,0,203,0,50,0,0.003952569169960474
New Jersey,Hudson,2020,366,0.8387978142076503,0.16120218579234974,90,54,37,0,88,176,1,101,0,0.0
New Jersey,Hunterdon,2020,364,0.8791208791208791,0.12087912087912088,85,52,38,0,0,242,0,122,0,0.0
New Jersey,Mercer,2020,366,0.8497267759562842,0.14207650273224043,112,54,38,0,0,262,0,104,0,0.00819672131147541
New Jersey,Middlesex,2020,366,0.855191256830601,0.14207650273224043,112,53,37,0,15,224,0,127,0,0.00273224043715847
New Jersey,Monmouth,2020,226,0.9247787610619469,0.0752212389380531,93,48,37,0,0,226,0,0,0,0.0
New Jersey,Morris,2020,366,0.9480874316939891,0.05191256830601093,84,47,35,0,8,349,0,9,0,0.0
New Jersey,Ocean,2020,356,0.9185393258426966,0.08146067415730338,84,48,35,0,0,215,0,141,0,0.0
New Jersey,Passaic,2020,262,0.9427480916030534,0.05725190839694656,100,47,36,0,0,244,0,18,0,0.0
New Jersey,Union,2020,366,0.7950819672131147,0.20218579234972678,111,56,38,2,113,0,0,251,0,0.00273224043715847
New Jersey,Warren,2020,365,0.9068493150684932,0.09315068493150686,100,50,34,0,33,207,4,121,0,0.0
New Mexico,Bernalillo,2020,366,0.36885245901639346,0.6065573770491803,214,77,54,0,0,200,0,83,83,0.02459016393442623
New Mexico,Catron,2020,48,1.0,0.0,20,13,5,0,0,0,0,48,0,0.0
New Mexico,Chaves,2020,50,1.0,0.0,40,24,13,0,0,0,0,50,0,0.0
New Mexico,Dona Ana,2020,366,0.45901639344262296,0.48360655737704916,400,88,53,0,7,237,0,39,83,0.05191256830601093
New Mexico,Eddy,2020,364,0.6923076923076923,0.2774725274725275,115,80,46,0,0,363,0,1,0,0.03021978021978022
New Mexico,Lea,2020,366,0.912568306010929,0.08743169398907104,76,50,39,0,5,322,0,39,0,0.0
New Mexico,Lincoln,2020,47,1.0,0.0,19,15,7,0,0,0,0,47,0,0.0
New Mexico,Los Alamos,2020,51,1.0,0.0,18,13,7,0,0,0,0,51,0,0.0
New Mexico,Luna,2020,354,0.9463276836158192,0.05084745762711865,360,40,19,0,0,0,0,0,354,0.0
New Mexico,Rio Arriba,2020,361,0.8670360110803325,0.1329639889196676,90,54,44,0,0,361,0,0,0,0.0
New Mexico,San Juan,2020,366,0.7240437158469946,0.26229508196721313,109,64,45,0,0,364,0,0,2,0.01366120218579235
New Mexico,Sandoval,2020,358,0.7569832402234636,0.22905027932960895,119,61,44,0,0,358,0,0,0,0.013966480446927373
New Mexico,Santa Fe,2020,366,0.8114754098360656,0.18579234972677597,101,58,44,0,0,349,0,17,0,0.00273224043715847
New Mexico,Socorro,2020,45,1.0,0.0,22,13,6,0,0,0,0,45,0,0.0
New Mexico,Taos,2020,358,0.9385474860335196,0.061452513966480445,64,43,20,0,0,0,0,358,0,0.0
New Mexico,Valencia,2020,359,0.7883008356545961,0.20612813370473537,105,61,44,0,0,359,0,0,0,0.005571030640668524
New York,Albany,2020,366,0.8387978142076503,0.15300546448087432,143,55,38,0,0,183,1,182,0,0.00819672131147541
New York,Bronx,2020,366,0.7950819672131147,0.20218579234972678,108,61,39,0,39,178,0,149,0,0.00273224043715847
New York,Chautauqua,2020,363,0.931129476584022,0.06887052341597796,93,47,35,0,0,352,0,11,0,0.0
New York,Dutchess,2020,365,0.9753424657534246,0.024657534246575342,87,44,33,0,0,331,34,0,0,0.0
New York,Erie,2020,366,0.8661202185792349,0.1284153005464481,155,52,37,0,10,223,1,132,0,0.00546448087431694
New York,Essex,2020,366,0.9590163934426229,0.040983606557377046,80,47,38,0,0,360,1,5,0,0.0
New York,Hamilton,2020,361,0.9916897506925207,0.008310249307479225,54,44,34,0,0,357,4,0,0,0.0
New York,Jefferson,2020,360,0.9583333333333334,0.041666666666666664,90,44,33,0,0,360,0,0,0,0.0
New York,Kings,2020,365,0.9260273972602739,0.07397260273972603,77,47,23,0,0,0,0,365,0,0.0
New York,Monroe,2020,366,0.8825136612021858,0.11748633879781421,80,52,36,0,0,245,0,121,0,0.0
New York,Nassau,2020,364,0.9532967032967034,0.046703296703296704,72,41,20,0,0,0,13,351,0,0.0
New York,New York,2020,366,0.8497267759562842,0.14754098360655737,108,56,37,2,0,222,0,142,0,0.00273224043715847
New York,Niagara,2020,359,0.947075208913649,0.052924791086350974,87,46,34,0,0,359,0,0,0,0.0
New York,Oneida,2020,349,0.9570200573065902,0.04297994269340974,78,36,16,0,0,0,0,349,0,0.0
New York,Onondaga,2020,364,0.9230769230769231,0.07692307692307693,74,48,35,0,0,281,0,83,0,0.0
New York,Orange,2020,366,0.9344262295081968,0.06557377049180328,97,47,36,0,0,254,0,112,0,0.0
New York,Oswego,2020,359,0.9721448467966574,0.027855153203342618,58,44,33,0,0,359,0,0,0,0.0
New York,Putnam,2020,356,0.9831460674157303,0.016853932584269662,64,44,32,0,0,314,42,0,0,0.0
New York,Queens,2020,366,0.8142076502732241,0.17759562841530055,140,61,38,0,54,211,0,101,0,0.00819672131147541
New York,Richmond,2020,364,0.8763736263736264,0.11813186813186813,108,52,36,0,0,211,0,153,0,0.005494505494505495
New York,Rockland,2020,366,0.9289617486338798,0.07103825136612021,93,48,34,0,0,298,0,68,0,0.0
New York,Saratoga,2020,319,0.987460815047022,0.012539184952978056,61,44,33,0,0,319,0,0,0,0.0
New York,St. Lawrence,2020,365,0.8082191780821918,0.15342465753424658,118,69,14,0,0,0,365,0,0,0.038356164383561646
New York,Steuben,2020,365,0.9753424657534246,0.024657534246575342,79,44,34,0,0,310,0,55,0,0.0
New York,Suffolk,2020,366,0.8442622950819673,0.13934426229508196,133,59,37,0,0,293,0,73,0,0.01639344262295082
New York,Tompkins,2020,364,0.9862637362637363,0.013736263736263736,64,44,34,0,0,364,0,0,0,0.0
New York,Wayne,2020,327,0.9327217125382263,0.0672782874617737,80,46,34,0,0,327,0,0,0,0.0
New York,Westchester,2020,363,0.9008264462809917,0.09641873278236915,105,50,36,0,0,280,0,83,0,0.0027548209366391185
North Carolina,Alexander,2020,300,0.99,0.01,54,45,33,0,0,243,0,0,57,0.0
North Carolina,Avery,2020,366,0.9617486338797814,0.03825136612021858,80,46,37,0,0,365,0,1,0,0.0
North Carolina,Beaufort,2020,351,1.0,0.0,34,6,0,0,0,0,351,0,0,0.0
North Carolina,Brunswick,2020,333,0.960960960960961,0.03903903903903904,100,34,0,0,0,0,333,0,0,0.0
North Carolina,Buncombe,2020,366,0.9726775956284153,0.0273224043715847,97,45,31,0,0,210,7,149,0,0.0
North Carolina,Caldwell,2020,302,1.0,0.0,50,44,31,0,0,243,59,0,0,0.0
North Carolina,Carteret,2020,362,0.9917127071823204,0.008287292817679558,61,43,34,0,0,362,0,0,0,0.0
North Carolina,Caswell,2020,354,0.9858757062146892,0.014124293785310734,61,44,31,0,0,241,0,0,113,0.0
North Carolina,Catawba,2020,357,0.8739495798319328,0.12605042016806722,94,53,31,0,0,0,0,357,0,0.0
North Carolina,Cumberland,2020,363,0.90633608815427,0.09366391184573003,81,49,35,0,0,191,0,167,5,0.0
North Carolina,Davidson,2020,329,0.8054711246200608,0.1945288753799392,95,54,32,0,0,0,0,329,0,0.0
North Carolina,Durham,2020,365,0.9178082191780822,0.0821917808219178,97,49,35,0,0,170,1,193,1,0.0
North Carolina,Edgecombe,2020,336,0.9494047619047619,0.050595238095238096,94,46,32,0,0,182,0,154,0,0.0
North Carolina,Forsyth,2020,366,0.8142076502732241,0.18579234972677597,97,56,40,0,7,180,0,179,0,0.0
North Carolina,Graham,2020,238,0.9369747899159664,0.06302521008403361,97,49,40,0,0,238,0,0,0,0.0
North Carolina,Granville,2020,238,0.9957983193277311,0.004201680672268907,51,46,36,0,0,238,0,0,0,0.0
North Carolina,Guilford,2020,365,0.9178082191780822,0.0821917808219178,87,50,36,0,0,198,0,160,7,0.0
North Carolina,Haywood,2020,366,0.9207650273224044,0.07923497267759563,93,50,35,0,0,244,106,16,0,0.0
North Carolina,Hyde,2020,44,1.0,0.0,40,26,14,0,0,0,0,44,0,0.0
North Carolina,Jackson,2020,113,0.9646017699115044,0.035398230088495575,68,40,25,0,0,0,0,113,0,0.0
North Carolina,Johnston,2020,339,0.9380530973451328,0.061946902654867256,72,49,36,0,0,185,0,154,0,0.0
North Carolina,Lenoir,2020,296,0.9797297297297297,0.02027027027027027,58,45,32,0,0,238,0,0,58,0.0
North Carolina,Lincoln,2020,243,0.9917695473251029,0.00823045267489712,71,45,35,0,0,243,0,0,0,0.0
North Carolina,Macon,2020,360,0.9944444444444445,0.005555555555555556,64,41,29,0,0,360,0,0,0,0.0
North Carolina,Martin,2020,302,1.0,0.0,49,41,30,0,0,240,62,0,0,0.0
North Carolina,Mecklenburg,2020,366,0.8087431693989071,0.18579234972677597,112,56,40,0,0,204,0,162,0,0.00546448087431694
North Carolina,Mitchell,2020,356,0.9747191011235955,0.02247191011235955,103,36,20,0,0,0,0,356,0,0.0028089887640449437
North Carolina,Montgomery,2020,366,0.9344262295081968,0.06557377049180328,83,47,35,0,0,202,0,164,0,0.0
North Carolina,New Hanover,2020,357,0.9635854341736695,0.036414565826330535,74,45,31,0,0,222,0,135,0,0.0
North Carolina,Northampton,2020,360,0.9611111111111111,0.03888888888888889,88,42,22,0,41,0,0,319,0,0.0
North Carolina,Person,2020,364,0.9862637362637363,0.013736263736263736,74,43,29,0,0,233,131,0,0,0.0
North Carolina,Pitt,2020,361,0.9529085872576177,0.04709141274238227,95,47,33,0,0,199,0,162,0,0.0
North Carolina,Rockingham,2020,304,0.9835526315789473,0.01644736842105263,54,46,34,0,0,243,61,0,0,0.0
North Carolina,Rowan,2020,365,0.8712328767123287,0.12876712328767123,88,52,39,0,0,242,0,123,0,0.0
North Carolina,Swain,2020,362,0.9392265193370166,0.058011049723756904,119,47,33,0,0,197,0,165,0,0.0027624309392265192
North Carolina,Union,2020,242,1.0,0.0,50,44,31,0,0,242,0,0,0,0.0
North Carolina,Wake,2020,365,0.7780821917808219,0.2191780821917808,101,56,38,1,2,168,0,194,0,0.0027397260273972603
North Carolina,Yancey,2020,244,0.8360655737704918,0.1598360655737705,105,58,44,0,0,244,0,0,0,0.004098360655737705
North Dakota,Billings,2020,365,0.9835616438356164,0.01643835616438356,57,44,34,0,0,334,0,31,0,0.0
North Dakota,Burke,2020,365,0.9643835616438357,0.03561643835616438,69,45,33,0,0,292,1,64,8,0.0
North Dakota,Burleigh,2020,366,0.9180327868852459,0.08196721311475409,74,48,33,0,7,215,0,137,7,0.0
North Dakota,Cass,2020,363,0.9256198347107438,0.0743801652892562,80,46,34,0,7,251,0,105,0,0.0
North Dakota,Dunn,2020,366,0.9836065573770492,0.01639344262295082,58,44,33,0,0,331,0,35,0,0.0
North Dakota,McKenzie,2020,363,0.9834710743801653,0.01652892561983471,62,44,33,0,0,336,1,26,0,0.0
North Dakota,Mercer,2020,366,0.9590163934426229,0.03825136612021858,120,45,33,0,1,273,23,69,0,0.00273224043715847
North Dakota,Oliver,2020,366,0.9562841530054644,0.04371584699453552,74,46,35,0,0,308,0,56,2,0.0
North Dakota,Ward,2020,366,0.9754098360655737,0.02459016393442623,69,43,33,0,1,311,0,54,0,0.0
North Dakota,Williams,2020,366,1.0,0.0,26,4,1,0,0,0,366,0,0,0.0
Ohio,Adams,2020,333,0.9429429429429429,0.057057057057057055,81,45,27,0,0,0,46,287,0,0.0
Ohio,Allen,2020,360,0.8833333333333333,0.11388888888888889,105,52,36,0,0,225,1,134,0,0.002777777777777778
Ohio,Ashtabula,2020,364,0.9532967032967034,0.046703296703296704,93,44,31,0,0,241,123,0,0,0.0
Ohio,Athens,2020,86,0.9651162790697675,0.03488372093023256,61,41,24,0,0,0,0,86,0,0.0
Ohio,Belmont,2020,366,0.9754098360655737,0.02459016393442623,66,30,12,0,276,0,0,82,8,0.0
Ohio,Butler,2020,366,0.8142076502732241,0.17486338797814208,126,61,40,0,0,290,16,57,3,0.01092896174863388
Ohio,Clark,2020,365,0.810958904109589,0.1863013698630137,108,57,40,0,0,201,22,142,0,0.0027397260273972603
Ohio,Clermont,2020,361,0.9002770083102493,0.0997229916897507,100,50,35,0,0,211,0,150,0,0.0
Ohio,Clinton,2020,229,0.8951965065502183,0.10480349344978165,97,54,39,0,0,229,0,0,0,0.0
Ohio,Columbiana,2020,364,1.0,0.0,31,7,1,0,0,0,316,0,48,0.0
Ohio,Cuyahoga,2020,366,0.6092896174863388,0.3633879781420765,152,67,46,0,1,153,5,201,6,0.0273224043715847
Ohio,Delaware,2020,244,0.9098360655737705,0.0860655737704918,101,50,38,0,0,244,0,0,0,0.004098360655737705
Ohio,Fayette,2020,341,0.9325513196480938,0.06744868035190615,80,49,35,0,0,341,0,0,0,0.0
Ohio,Franklin,2020,366,0.8087431693989071,0.18579234972677597,102,58,40,0,9,194,0,163,0,0.00546448087431694
Ohio,Gallia,2020,366,0.9289617486338798,0.06284153005464481,116,43,7,0,0,0,366,0,0,0.00819672131147541
Ohio,Geauga,2020,245,0.8734693877551021,0.12653061224489795,100,61,41,0,0,245,0,0,0,0.0
Ohio,Greene,2020,245,0.8979591836734694,0.10204081632653061,93,51,39,0,0,245,0,0,0,0.0
Ohio,Guernsey,2020,20,1.0,0.0,50,40,3,0,0,0,20,0,0,0.0
Ohio,Hamilton,2020,366,0.5737704918032787,0.40710382513661203,126,70,48,0,14,123,2,227,0,0.01912568306010929
Ohio,Hancock,2020,8,1.0,0.0,21,21,0,0,0,0,8,0,0,0.0
Ohio,Harrison,2020,304,1.0,0.0,49,23,1,259,0,0,0,40,5,0.0
Ohio,Jefferson,2020,366,0.8169398907103825,0.18032786885245902,112,58,37,0,0,193,8,164,1,0.00273224043715847
Ohio,Knox,2020,245,0.9224489795918367,0.07755102040816327,80,49,38,0,0,245,0,0,0,0.0
Ohio,Lake,2020,366,0.860655737704918,0.11202185792349727,140,59,37,0,0,216,7,141,2,0.0273224043715847
Ohio,Lawrence,2020,364,0.8956043956043956,0.1043956043956044,77,51,35,0,0,201,10,153,0,0.0
Ohio,Licking,2020,245,0.9387755102040817,0.061224489795918366,77,48,37,0,0,245,0,0,0,0.0
Ohio,Lorain,2020,358,0.8994413407821229,0.09776536312849161,154,51,35,0,0,189,0,169,0,0.002793296089385475
Ohio,Lucas,2020,366,0.8278688524590164,0.15027322404371585,136,61,38,0,0,201,12,153,0,0.02185792349726776
Ohio,Madison,2020,245,0.8979591836734694,0.10204081632653061,84,51,39,0,0,245,0,0,0,0.0
Ohio,Mahoning,2020,365,0.8767123287671232,0.12054794520547946,142,54,38,0,0,169,1,195,0,0.0027397260273972603
Ohio,Medina,2020,360,0.8916666666666667,0.10833333333333334,93,51,35,0,0,187,0,173,0,0.0
Ohio,Miami,2020,229,0.9475982532751092,0.05240174672489083,93,49,39,0,0,229,0,0,0,0.0
Ohio,Montgomery,2020,361,0.6814404432132964,0.3074792243767313,112,64,44,0,0,162,0,198,1,0.0110803324099723
Ohio,Morgan,2020,349,0.997134670487106,0.0028653295128939827,96,9,1,0,0,0,349,0,0,0.0
Ohio,Noble,2020,352,0.9403409090909091,0.05965909090909091,87,47,36,0,0,350,0,2,0,0.0
Ohio,Portage,2020,262,0.8740458015267175,0.12213740458015267,101,55,39,0,0,241,0,21,0,0.003816793893129771
Ohio,Preble,2020,366,0.860655737704918,0.1366120218579235,101,54,38,0,0,245,0,121,0,0.00273224043715847
Ohio,Scioto,2020,366,0.9863387978142076,0.01366120218579235,92,31,14,0,0,0,13,93,260,0.0
Ohio,Stark,2020,358,0.7318435754189944,0.2569832402234637,119,62,42,0,0,173,0,185,0,0.0111731843575419
Ohio,Summit,2020,365,0.7671232876712328,0.22465753424657534,114,59,39,0,0,121,4,240,0,0.00821917808219178
Ohio,Trumbull,2020,357,0.8823529411764706,0.1092436974789916,153,52,37,0,0,219,0,138,0,0.008403361344537815
Ohio,Warren,2020,361,0.8116343490304709,0.1772853185595568,115,59,39,0,0,211,0,150,0,0.0110803324099723
Ohio,Washington,2020,245,0.9510204081632653,0.044897959183673466,108,48,38,0,0,245,0,0,0,0.004081632653061225
Ohio,Wood,2020,229,0.9432314410480349,0.056768558951965066,80,46,34,0,0,229,0,0,0,0.0
Oklahoma,Adair,2020,362,0.9281767955801105,0.06906077348066299,151,49,33,1,0,219,0,134,8,0.0027624309392265192
Oklahoma,Canadian,2020,358,0.9273743016759777,0.07262569832402235,84,49,36,0,0,358,0,0,0,0.0
Oklahoma,Carter,2020,345,0.7159420289855073,0.2811594202898551,147,64,43,0,0,184,0,161,0,0.002898550724637681
Oklahoma,Cleveland,2020,354,0.7146892655367232,0.2796610169491525,121,64,43,0,0,162,0,192,0,0.005649717514124294
Oklahoma,Comanche,2020,366,0.8360655737704918,0.16120218579234974,107,58,40,0,0,233,0,133,0,0.00273224043715847
Oklahoma,Creek,2020,363,0.9641873278236914,0.03581267217630854,93,47,35,0,0,363,0,0,0,0.0
Oklahoma,Dewey,2020,365,0.8410958904109589,0.1589041095890411,99,57,39,0,0,234,0,131,0,0.0
Oklahoma,Garfield,2020,360,0.9944444444444445,0.005555555555555556,72,11,0,0,0,0,360,0,0,0.0
Oklahoma,Grant,2020,38,0.9736842105263158,0.02631578947368421,52,26,13,0,0,0,0,38,0,0.0
Oklahoma,Johnston,2020,289,0.9238754325259516,0.07612456747404844,97,49,38,0,0,289,0,0,0,0.0
Oklahoma,Kay,2020,366,0.726775956284153,0.2677595628415301,113,58,42,0,0,86,0,280,0,0.00546448087431694
Oklahoma,Mayes,2020,334,0.9910179640718563,0.008982035928143712,51,44,31,0,0,258,76,0,0,0.0
Oklahoma,Muskogee,2020,232,1.0,0.0,27,6,0,0,0,0,232,0,0,0.0
Oklahoma,Oklahoma,2020,366,0.6420765027322405,0.3469945355191257,112,67,45,0,13,168,0,183,2,0.01092896174863388
Oklahoma,Osage,2020,350,0.92,0.08,90,49,36,0,0,350,0,0,0,0.0
Oklahoma,Ottawa,2020,352,0.7698863636363636,0.22443181818181818,154,60,37,0,0,72,0,252,28,0.005681818181818182
Oklahoma,Pittsburg,2020,366,0.8278688524590164,0.16939890710382513,141,56,39,0,0,206,0,160,0,0.00273224043715847
Oklahoma,Sequoyah,2020,363,0.928374655647383,0.06887052341597796,141,47,33,0,17,215,0,131,0,0.0027548209366391185
Oklahoma,Tulsa,2020,366,0.7595628415300546,0.23497267759562843,129,58,42,0,0,200,0,162,4,0.00546448087431694
Oklahoma,Washington,2020,344,0.8691860465116279,0.12790697674418605,101,56,40,0,0,220,0,124,0,0.0029069767441860465
Oregon,Baker,2020,366,0.8934426229508197,0.08743169398907104,200,51,25,0,0,0,0,366,0,0.01912568306010929
Oregon,Benton,2020,366,0.9016393442622951,0.06830601092896176,396,50,18,0,0,0,0,366,0,0.02185792349726776
Oregon,Clackamas,2020,272,0.9154411764705882,0.051470588235294115,366,49,30,0,0,133,0,139,0,0.022058823529411766
Oregon,Columbia,2020,363,0.9421487603305785,0.03305785123966942,268,40,25,0,0,133,0,230,0,0.024793388429752067
Oregon,Crook,2020,365,0.8136986301369863,0.16712328767123288,561,60,21,0,0,0,0,365,0,0.010958904109589041
Oregon,Deschutes,2020,366,0.8661202185792349,0.09562841530054644,583,55,18,0,0,0,0,366,0,0.01912568306010929
Oregon,Douglas,2020,366,0.855191256830601,0.11748633879781421,518,57,22,0,0,0,0,366,0,0.01092896174863388
Oregon,Grant,2020,364,0.6813186813186813,0.29945054945054944,322,66,33,0,0,0,0,364,0,0.016483516483516484
Oregon,Harney,2020,366,0.6775956284153005,0.2923497267759563,304,72,32,0,0,0,0,366,0,0.0273224043715847
Oregon,Jackson,2020,366,0.7158469945355191,0.24316939890710382,517,70,40,0,0,122,0,244,0,0.030054644808743168
Oregon,Jefferson,2020,361,0.8227146814404432,0.14681440443213298,595,59,21,0,0,0,0,361,0,0.01662049861495845
Oregon,Josephine,2020,366,0.7459016393442623,0.1830601092896175,472,73,26,0,0,0,0,366,0,0.05191256830601093
Oregon,Klamath,2020,366,0.5737704918032787,0.3005464480874317,679,124,41,0,0,0,0,357,9,0.12021857923497267
Oregon,Lake,2020,365,0.7808219178082192,0.16986301369863013,165,66,23,0,0,0,0,274,91,0.049315068493150684
Oregon,Lane,2020,366,0.6721311475409836,0.2896174863387978,550,75,40,0,0,104,0,257,5,0.01639344262295082
Oregon,Linn,2020,366,0.773224043715847,0.19672131147540983,502,63,27,0,0,0,0,366,0,0.01092896174863388
Oregon,Marion,2020,365,0.8273972602739726,0.14246575342465753,641,58,32,0,0,131,0,234,0,0.005479452054794521
Oregon,Multnomah,2020,366,0.8415300546448088,0.13387978142076504,477,58,33,0,1,243,0,122,0,0.01092896174863388
Oregon,Umatilla,2020,366,0.8497267759562842,0.1284153005464481,463,55,35,0,0,125,0,241,0,0.01092896174863388
Oregon,Union,2020,366,0.9016393442622951,0.07377049180327869,288,48,20,0,0,0,0,362,4,0.02459016393442623
Oregon,Wallowa,2020,366,0.8825136612021858,0.09836065573770492,198,52,20,0,0,0,0,366,0,0.01912568306010929
Oregon,Wasco,2020,355,0.9070422535211268,0.08450704225352113,417,45,18,0,0,0,0,355,0,0.0
Oregon,Washington,2020,366,0.8415300546448088,0.13114754098360656,416,56,31,0,10,188,0,168,0,0.01366120218579235
Pennsylvania,Adams,2020,366,0.8743169398907104,0.12568306010928962,86,54,40,0,0,282,0,84,0,0.0
Pennsylvania,Allegheny,2020,366,0.5819672131147541,0.38524590163934425,128,79,47,0,0,155,16,193,2,0.03278688524590164
Pennsylvania,Armstrong,2020,366,0.8442622950819673,0.14754098360655737,122,54,39,0,0,221,0,145,0,0.00819672131147541
Pennsylvania,Beaver,2020,366,0.7622950819672131,0.23497267759562843,142,62,42,0,1,219,0,146,0,0.00273224043715847
Pennsylvania,Berks,2020,362,0.7734806629834254,0.22375690607734808,102,58,40,0,0,223,0,139,0,0.0027624309392265192
Pennsylvania,Blair,2020,361,0.8587257617728532,0.14127423822714683,87,54,38,0,0,229,1,131,0,0.0
Pennsylvania,Bradford,2020,358,0.9413407821229051,0.05865921787709497,81,48,37,0,0,269,0,89,0,0.0
Pennsylvania,Bucks,2020,351,0.9430199430199431,0.045584045584045586,115,46,33,0,0,351,0,0,0,0.011396011396011397
Pennsylvania,Cambria,2020,366,0.8442622950819673,0.1557377049180328,89,56,38,1,1,183,0,181,0,0.0
Pennsylvania,Centre,2020,366,0.8852459016393442,0.11475409836065574,90,51,38,0,0,276,0,90,0,0.0
Pennsylvania,Chester,2020,355,0.8338028169014085,0.16338028169014085,143,55,39,0,0,204,0,151,0,0.0028169014084507044
Pennsylvania,Clearfield,2020,343,0.9941690962099126,0.0058309037900874635,54,42,31,0,0,343,0,0,0,0.0
Pennsylvania,Cumberland,2020,363,0.8044077134986226,0.19008264462809918,137,55,33,0,0,0,0,363,0,0.005509641873278237
Pennsylvania,Dauphin,2020,366,0.7568306010928961,0.23497267759562843,116,61,40,0,0,207,0,159,0,0.00819672131147541
Pennsylvania,Delaware,2020,366,0.680327868852459,0.3114754098360656,129,64,43,0,5,136,0,225,0,0.00819672131147541
Pennsylvania,Elk,2020,358,0.994413407821229,0.00558659217877095,67,44,34,0,0,358,0,0,0,0.0
Pennsylvania,Erie,2020,363,0.90633608815427,0.09366391184573003,87,49,34,3,1,262,0,97,0,0.0
Pennsylvania,Fayette,2020,363,0.8925619834710744,0.10743801652892562,100,51,37,0,1,237,0,125,0,0.0
Pennsylvania,Franklin,2020,363,1.0,0.0,50,42,32,0,0,363,0,0,0,0.0
Pennsylvania,Greene,2020,359,0.9331476323119777,0.06406685236768803,101,49,36,0,0,264,0,95,0,0.002785515320334262
Pennsylvania,Indiana,2020,358,0.9245810055865922,0.07262569832402235,112,48,36,0,0,324,9,25,0,0.002793296089385475
Pennsylvania,Lackawanna,2020,366,0.9098360655737705,0.09016393442622951,81,50,38,0,29,248,0,89,0,0.0
Pennsylvania,Lancaster,2020,366,0.7049180327868853,0.2814207650273224,153,62,43,0,0,170,0,193,3,0.01366120218579235
