State,County,Year,Days with AQI,Good Days,Moderate Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Unhealthy day total
Pennsylvania,Lawrence,2020,363,0.9752066115702479,0.024793388429752067,93,43,31,0,0,363,0,0,0,0.0
Pennsylvania,Lebanon,2020,170,0.8470588235294118,0.14705882352941177,115,55,30,0,0,2,0,168,0,0.0058823529411764705
Pennsylvania,Lehigh,2020,359,0.8802228412256268,0.11977715877437325,93,52,37,0,0,236,0,119,4,0.0
Pennsylvania,Luzerne,2020,356,0.9943820224719101,0.0056179775280898875,54,43,31,0,0,308,0,0,48,0.0
Pennsylvania,Lycoming,2020,366,0.8989071038251366,0.09836065573770492,109,51,37,0,0,257,0,109,0,0.00273224043715847
Pennsylvania,Mercer,2020,366,0.8715846994535519,0.12568306010928962,105,54,38,0,0,262,0,104,0,0.00273224043715847
Pennsylvania,Monroe,2020,357,0.9943977591036415,0.0056022408963585435,80,44,33,0,0,357,0,0,0,0.0
Pennsylvania,Montgomery,2020,366,0.855191256830601,0.1448087431693989,99,56,38,0,0,225,0,141,0,0.0
Pennsylvania,Northampton,2020,365,0.8575342465753425,0.13972602739726028,117,54,38,0,7,228,0,130,0,0.0027397260273972603
Pennsylvania,Philadelphia,2020,366,0.76775956284153,0.2185792349726776,119,59,41,0,42,174,0,150,0,0.01366120218579235
Pennsylvania,Somerset,2020,365,0.9780821917808219,0.021917808219178082,71,44,34,0,0,365,0,0,0,0.0
Pennsylvania,Susquehanna,2020,365,0.9616438356164384,0.038356164383561646,71,40,23,0,0,0,0,365,0,0.0
Pennsylvania,Tioga,2020,352,0.9488636363636364,0.05113636363636364,79,47,37,0,0,282,0,70,0,0.0
Pennsylvania,Warren,2020,364,0.978021978021978,0.02197802197802198,95,24,9,0,0,0,364,0,0,0.0
Pennsylvania,Washington,2020,366,0.8169398907103825,0.1830601092896175,100,58,41,0,2,226,0,138,0,0.0
Pennsylvania,Westmoreland,2020,362,0.914364640883978,0.0856353591160221,81,50,35,0,0,248,0,114,0,0.0
Pennsylvania,Wyoming,2020,361,0.9445983379501385,0.055401662049861494,76,43,25,0,0,0,0,361,0,0.0
Pennsylvania,York,2020,366,0.8224043715846995,0.17759562841530055,97,57,40,0,15,195,0,156,0,0.0
Puerto Rico,Adjuntas,2020,57,0.9298245614035088,0.07017543859649122,58,38,14,0,0,0,0,57,0,0.0
Puerto Rico,Bayamon,2020,288,0.96875,0.03125,95,36,19,124,0,92,20,52,0,0.0
Puerto Rico,Caguas,2020,318,0.9811320754716981,0.018867924528301886,69,20,10,144,113,0,0,61,0,0.0
Puerto Rico,Catano,2020,285,0.8140350877192982,0.14035087719298245,336,61,25,0,0,105,16,99,65,0.042105263157894736
Puerto Rico,Fajardo,2020,52,0.8846153846153846,0.11538461538461539,80,51,20,0,0,0,0,52,0,0.0
Puerto Rico,Guayama,2020,52,0.8653846153846154,0.1346153846153846,80,54,22,0,0,0,0,52,0,0.0
Puerto Rico,Guaynabo,2020,83,0.8795180722891566,0.12048192771084337,72,54,24,1,19,0,0,63,0,0.0
Puerto Rico,Juncos,2020,348,0.9712643678160919,0.011494252873563218,174,16,9,0,0,348,0,0,0,0.017241379310344827
Puerto Rico,Mayagnez,2020,319,0.8620689655172413,0.10031347962382445,396,59,22,0,0,126,0,193,0,0.03134796238244514
Puerto Rico,Ponce,2020,360,0.9,0.1,81,51,22,36,0,0,0,40,284,0.0
Puerto Rico,San Juan,2020,216,1.0,0.0,39,32,9,216,0,0,0,0,0,0.0
Rhode Island,Kent,2020,358,0.946927374301676,0.05027932960893855,133,47,31,0,0,190,0,168,0,0.002793296089385475
Rhode Island,Providence,2020,366,0.8306010928961749,0.16393442622950818,112,54,40,0,14,201,0,151,0,0.00546448087431694
Rhode Island,Washington,2020,366,0.9180327868852459,0.07650273224043716,154,49,32,0,0,210,0,156,0,0.00546448087431694
South Carolina,Aiken,2020,259,0.9961389961389961,0.003861003861003861,71,44,32,0,0,259,0,0,0,0.0
South Carolina,Anderson,2020,265,0.969811320754717,0.03018867924528302,71,46,35,0,0,265,0,0,0,0.0
South Carolina,Berkeley,2020,220,0.9954545454545455,0.004545454545454545,51,43,31,0,0,220,0,0,0,0.0
South Carolina,Charleston,2020,366,0.8961748633879781,0.10109289617486339,117,51,35,0,1,137,0,228,0,0.00273224043715847
South Carolina,Chesterfield,2020,346,0.9277456647398844,0.07225433526011561,89,49,34,0,0,219,0,127,0,0.0
South Carolina,Darlington,2020,253,1.0,0.0,49,42,32,0,0,253,0,0,0,0.0
South Carolina,Edgefield,2020,366,0.9508196721311475,0.04644808743169399,115,46,33,0,0,228,0,138,0,0.00273224043715847
South Carolina,Florence,2020,352,0.9488636363636364,0.05113636363636364,95,42,28,0,0,0,0,352,0,0.0
South Carolina,Greenville,2020,366,0.8032786885245902,0.19398907103825136,116,55,39,0,1,199,0,166,0,0.00273224043715847
South Carolina,Horry,2020,214,1.0,0.0,50,44,32,0,0,214,0,0,0,0.0
South Carolina,Lexington,2020,365,0.9123287671232877,0.08493150684931507,111,48,29,0,0,0,0,349,16,0.0027397260273972603
South Carolina,Oconee,2020,20,1.0,0.0,0,0,0,0,0,0,20,0,0,0.0
South Carolina,Richland,2020,366,0.9153005464480874,0.08196721311475409,117,49,35,0,5,238,0,123,0,0.00273224043715847
South Carolina,Spartanburg,2020,366,0.8278688524590164,0.16666666666666666,112,54,40,0,0,170,0,196,0,0.00546448087431694
South Carolina,York,2020,366,0.9453551912568307,0.0546448087431694,92,47,35,0,0,224,3,139,0,0.0
South Dakota,Brookings,2020,366,0.8497267759562842,0.15027322404371585,87,55,38,0,0,296,0,32,38,0.0
South Dakota,Brown,2020,364,0.9148351648351648,0.08516483516483517,75,47,23,0,0,0,0,211,153,0.0
South Dakota,Codington,2020,366,0.8770491803278688,0.12021857923497267,101,53,36,0,0,198,0,103,65,0.00273224043715847
South Dakota,Custer,2020,366,0.8852459016393442,0.1092896174863388,119,54,41,0,0,354,0,11,1,0.00546448087431694
South Dakota,Hughes,2020,355,0.971830985915493,0.028169014084507043,76,30,14,0,0,0,0,355,0,0.0
South Dakota,Jackson,2020,366,0.8989071038251366,0.10109289617486339,90,51,39,0,0,333,0,30,3,0.0
South Dakota,Meade,2020,364,0.9395604395604396,0.06043956043956044,84,47,38,0,0,350,0,0,14,0.0
South Dakota,Minnehaha,2020,366,0.8852459016393442,0.11475409836065574,90,52,35,0,6,253,0,90,17,0.0
South Dakota,Pennington,2020,366,0.7950819672131147,0.20491803278688525,91,62,31,0,38,0,1,147,180,0.0
South Dakota,Union,2020,366,0.8852459016393442,0.11202185792349727,141,53,36,0,0,271,0,67,28,0.00273224043715847
Tennessee,Anderson,2020,245,0.9714285714285714,0.02857142857142857,64,46,35,0,0,245,0,0,0,0.0
Tennessee,Blount,2020,366,0.8852459016393442,0.11475409836065574,92,51,38,0,0,290,0,76,0,0.0
Tennessee,Claiborne,2020,345,0.9942028985507246,0.005797101449275362,51,44,32,0,0,345,0,0,0,0.0
Tennessee,Davidson,2020,366,0.773224043715847,0.22131147540983606,116,58,41,0,20,127,0,219,0,0.00546448087431694
Tennessee,DeKalb,2020,341,0.9853372434017595,0.01466275659824047,61,44,33,0,0,341,0,0,0,0.0
Tennessee,Dyer,2020,351,0.9458689458689459,0.05128205128205128,117,42,23,0,0,0,0,351,0,0.002849002849002849
Tennessee,Hamilton,2020,365,0.7972602739726027,0.2,151,55,40,0,0,163,0,202,0,0.0027397260273972603
Tennessee,Jefferson,2020,240,0.9666666666666667,0.03333333333333333,74,48,37,0,0,240,0,0,0,0.0
Tennessee,Knox,2020,366,0.8169398907103825,0.1830601092896175,90,55,38,0,0,165,0,201,0,0.0
Tennessee,Lawrence,2020,359,0.9665738161559888,0.033426183844011144,72,37,20,0,0,0,0,359,0,0.0
Tennessee,Loudon,2020,366,0.9207650273224044,0.07923497267759563,97,49,34,0,0,196,0,170,0,0.0
Tennessee,Madison,2020,354,0.943502824858757,0.05367231638418079,108,42,25,0,0,0,0,354,0,0.002824858757062147
Tennessee,Maury,2020,351,0.9658119658119658,0.03418803418803419,91,42,22,0,0,0,0,351,0,0.0
Tennessee,McMinn,2020,358,0.9134078212290503,0.08659217877094973,88,47,28,0,0,0,0,358,0,0.0
Tennessee,Montgomery,2020,359,0.947075208913649,0.04735376044568245,116,44,26,0,0,0,0,359,0,0.005571030640668524
Tennessee,Putnam,2020,359,0.9610027855153204,0.036211699164345405,105,40,23,0,0,0,0,359,0,0.002785515320334262
Tennessee,Roane,2020,338,0.9349112426035503,0.0650887573964497,91,46,26,0,0,0,0,338,0,0.0
Tennessee,Sevier,2020,363,0.9256198347107438,0.07162534435261708,105,49,40,0,0,363,0,0,0,0.0027548209366391185
Tennessee,Shelby,2020,366,0.7185792349726776,0.2786885245901639,152,61,44,0,2,162,0,202,0,0.00273224043715847
Tennessee,Sullivan,2020,366,0.8743169398907104,0.11475409836065574,109,54,37,0,0,180,107,79,0,0.01092896174863388
Tennessee,Sumner,2020,360,0.8777777777777778,0.11944444444444445,121,52,37,0,0,193,0,167,0,0.002777777777777778
Tennessee,Williamson,2020,241,0.9585062240663901,0.04149377593360996,71,47,37,0,0,241,0,0,0,0.0
Tennessee,Wilson,2020,245,0.9795918367346939,0.02040816326530612,64,45,33,0,0,245,0,0,0,0.0
Texas,Atascosa,2020,214,0.8364485981308412,0.1588785046728972,156,60,29,0,0,0,0,214,0,0.004672897196261682
Texas,Bell,2020,366,0.8005464480874317,0.19672131147540983,135,61,40,0,0,251,0,115,0,0.00273224043715847
Texas,Bexar,2020,366,0.5409836065573771,0.43169398907103823,158,77,49,0,1,179,0,185,1,0.0273224043715847
Texas,Bowie,2020,358,0.7541899441340782,0.2430167597765363,127,56,36,0,0,0,0,358,0,0.002793296089385475
Texas,Brazoria,2020,365,0.8986301369863013,0.09315068493150686,182,51,33,0,11,354,0,0,0,0.00821917808219178
Texas,Brazos,2020,303,0.8679867986798679,0.132013201320132,99,52,30,0,0,0,0,303,0,0.0
Texas,Brewster,2020,360,0.925,0.075,80,50,40,0,0,320,0,40,0,0.0
Texas,Cameron,2020,366,0.6475409836065574,0.32786885245901637,176,70,43,0,0,103,0,263,0,0.02459016393442623
Texas,Collin,2020,365,0.8684931506849315,0.1232876712328767,154,54,37,0,0,365,0,0,0,0.00821917808219178
Texas,Culberson,2020,171,0.5964912280701754,0.36257309941520466,112,80,47,0,0,121,0,50,0,0.04093567251461988
Texas,Dallas,2020,366,0.7431693989071039,0.24043715846994534,135,67,42,0,29,216,0,120,1,0.01639344262295082
Texas,Denton,2020,366,0.7568306010928961,0.22131147540983606,142,71,40,0,4,279,0,83,0,0.02185792349726776
Texas,Ector,2020,346,0.8988439306358381,0.10115606936416185,95,51,27,0,0,0,0,346,0,0.0
Texas,El Paso,2020,366,0.412568306010929,0.5382513661202186,192,84,54,0,24,207,0,127,8,0.04918032786885246
Texas,Ellis,2020,366,0.8169398907103825,0.18032786885245902,125,58,39,0,2,243,0,121,0,0.00273224043715847
Texas,Freestone,2020,344,1.0,0.0,10,1,0,0,0,0,344,0,0,0.0
Texas,Galveston,2020,363,0.7658402203856749,0.22589531680440772,143,62,40,0,2,245,3,111,2,0.008264462809917356
Texas,Gregg,2020,363,0.9614325068870524,0.03856749311294766,86,46,32,0,9,337,17,0,0,0.0
Texas,Harris,2020,366,0.5027322404371585,0.45081967213114754,179,80,50,0,26,142,0,197,1,0.04644808743169399
Texas,Harrison,2020,365,0.8794520547945206,0.12054794520547946,100,52,36,0,0,200,12,153,0,0.0
Texas,Hidalgo,2020,366,0.7377049180327869,0.24863387978142076,155,65,37,0,0,130,0,234,2,0.01366120218579235
Texas,Hood,2020,357,0.9243697478991597,0.07563025210084033,100,48,33,0,0,357,0,0,0,0.0
Texas,Howard,2020,341,0.8064516129032258,0.16715542521994134,200,71,9,0,0,0,341,0,0,0.026392961876832845
Texas,Hunt,2020,366,0.9590163934426229,0.040983606557377046,87,45,32,0,2,364,0,0,0,0.0
Texas,Hutchinson,2020,364,0.6483516483516484,0.1813186813186813,156,113,16,0,0,0,364,0,0,0.17032967032967034
Texas,Jefferson,2020,363,0.7245179063360881,0.26721763085399447,122,63,41,0,0,218,11,134,0,0.008264462809917356
Texas,Johnson,2020,349,0.9169054441260746,0.07736389684813753,105,50,34,0,0,349,0,0,0,0.0057306590257879654
Texas,Karnes,2020,363,1.0,0.0,32,17,6,0,363,0,0,0,0,0.0
Texas,Kaufman,2020,366,0.8524590163934426,0.1448087431693989,134,56,37,0,3,236,0,127,0,0.00273224043715847
Texas,Kleberg,2020,330,0.7272727272727273,0.2545454545454545,168,66,35,0,0,0,0,330,0,0.01818181818181818
Texas,Lubbock,2020,352,0.9346590909090909,0.06534090909090909,81,40,20,0,0,0,0,352,0,0.0
Texas,Maverick,2020,347,0.8414985590778098,0.15561959654178675,160,56,27,0,0,0,0,347,0,0.002881844380403458
Texas,McLennan,2020,366,0.9016393442622951,0.09836065573770492,97,50,38,0,0,290,0,76,0,0.0
Texas,Milam,2020,132,1.0,0.0,3,1,0,0,0,0,132,0,0,0.0
Texas,Montgomery,2020,366,0.76775956284153,0.2103825136612022,129,62,40,0,1,216,0,149,0,0.02185792349726776
Texas,Navarro,2020,366,0.7595628415300546,0.21584699453551912,153,68,40,0,4,175,60,127,0,0.02459016393442623
Texas,Nueces,2020,366,0.7568306010928961,0.23770491803278687,159,64,40,0,0,196,0,170,0,0.00546448087431694
Texas,Orange,2020,362,0.7375690607734806,0.2541436464088398,103,62,41,0,1,166,25,170,0,0.008287292817679558
Texas,Parker,2020,362,0.914364640883978,0.08287292817679558,115,50,35,0,0,362,0,0,0,0.0027624309392265192
Texas,Polk,2020,360,0.975,0.025,71,43,31,0,0,360,0,0,0,0.0
Texas,Potter,2020,366,0.8333333333333334,0.1284153005464481,138,67,22,0,0,0,106,260,0,0.03825136612021858
Texas,Randall,2020,357,0.7759103641456583,0.22408963585434175,90,64,42,0,0,357,0,0,0,0.0
Texas,Robertson,2020,323,1.0,0.0,29,1,0,0,0,0,323,0,0,0.0
Texas,Rockwall,2020,363,0.9504132231404959,0.046831955922865015,133,45,32,0,0,363,0,0,0,0.0027548209366391185
Texas,Rusk,2020,363,0.9338842975206612,0.05509641873278237,120,44,3,0,0,0,363,0,0,0.011019283746556474
Texas,Smith,2020,366,0.9617486338797814,0.03825136612021858,84,46,33,0,3,363,0,0,0,0.0
Texas,Tarrant,2020,366,0.6502732240437158,0.30601092896174864,159,77,45,0,17,191,0,158,0,0.04371584699453552
Texas,Titus,2020,349,1.0,0.0,36,7,0,0,0,0,349,0,0,0.0
Texas,Travis,2020,366,0.7103825136612022,0.28415300546448086,153,63,44,0,6,162,0,197,1,0.00546448087431694
Texas,Victoria,2020,329,0.9361702127659575,0.06382978723404255,100,47,31,0,0,329,0,0,0,0.0
Texas,Webb,2020,366,0.73224043715847,0.25956284153005466,160,65,41,0,0,179,0,185,2,0.00819672131147541
Texas,Wilson,2020,365,1.0,0.0,34,18,7,0,365,0,0,0,0,0.0
Utah,Box Elder,2020,355,0.8901408450704226,0.10140845070422536,147,51,40,0,27,328,0,0,0,0.008450704225352112
Utah,Cache,2020,366,0.6885245901639344,0.28688524590163933,159,71,44,0,0,213,0,132,21,0.02459016393442623
Utah,Carbon,2020,350,0.88,0.12,93,51,43,0,2,348,0,0,0,0.0
Utah,Davis,2020,366,0.6612021857923497,0.3005464480874317,155,77,44,0,42,219,0,105,0,0.03825136612021858
Utah,Duchesne,2020,366,0.726775956284153,0.25956284153005466,125,64,45,0,0,299,0,67,0,0.01366120218579235
Utah,Garfield,2020,365,0.9123287671232877,0.08767123287671233,74,50,42,0,0,364,0,1,0,0.0
Utah,Iron,2020,366,0.907103825136612,0.09289617486338798,86,50,40,0,24,311,0,31,0,0.0
Utah,Salt Lake,2020,366,0.5245901639344263,0.4207650273224044,194,87,50,0,48,194,0,119,5,0.0546448087431694
Utah,San Juan,2020,350,0.8742857142857143,0.12,108,54,43,0,0,348,0,2,0,0.005714285714285714
Utah,Tooele,2020,366,0.7595628415300546,0.226775956284153,159,67,42,0,2,273,0,91,0,0.01366120218579235
Utah,Uintah,2020,366,0.7021857923497268,0.2896174863387978,119,65,45,0,0,316,0,50,0,0.00819672131147541
Utah,Utah,2020,366,0.6475409836065574,0.33879781420765026,150,77,45,0,9,254,0,101,2,0.01366120218579235
Utah,Washington,2020,366,0.8005464480874317,0.1912568306010929,112,61,44,0,0,341,0,25,0,0.00819672131147541
Utah,Wayne,2020,48,1.0,0.0,14,10,5,0,0,0,0,48,0,0.0
Utah,Weber,2020,366,0.7049180327868853,0.2786885245901639,140,71,44,0,48,238,0,72,8,0.01639344262295082
Vermont,Bennington,2020,366,0.9508196721311475,0.04918032786885246,70,45,35,0,0,308,0,58,0,0.0
Vermont,Chittenden,2020,366,0.9180327868852459,0.08196721311475409,98,47,36,0,0,282,0,84,0,0.0
Vermont,Rutland,2020,366,0.8989071038251366,0.10109289617486339,96,51,37,0,0,250,0,116,0,0.0
Vermont,Windham,2020,49,1.0,0.0,19,15,7,0,0,0,0,49,0,0.0
Virgin Islands,St Croix,2020,59,0.8983050847457628,0.1016949152542373,82,52,19,0,0,0,0,59,0,0.0
Virgin Islands,St John,2020,48,0.9791666666666666,0.020833333333333332,55,35,15,0,0,0,0,48,0,0.0
Virgin Islands,St Thomas,2020,75,0.8666666666666667,0.13333333333333333,72,56,23,0,0,0,0,75,0,0.0
Virginia,Albemarle,2020,363,0.9559228650137741,0.0440771349862259,66,47,35,0,0,183,0,180,0,0.0
Virginia,Arlington,2020,366,0.9371584699453552,0.06284153005464481,90,46,33,1,44,293,0,28,0,0.0
Virginia,Botetourt,2020,182,0.9835164835164835,0.016483516483516484,69,20,3,0,0,0,182,0,0,0.0
Virginia,Bristol City,2020,116,0.9655172413793104,0.034482758620689655,55,43,24,0,0,0,0,116,0,0.0
Virginia,Caroline,2020,235,0.9872340425531915,0.01276595744680851,64,45,34,0,0,235,0,0,0,0.0
Virginia,Carroll,2020,56,1.0,0.0,15,12,7,0,0,0,0,0,56,0.0
Virginia,Charles,2020,364,0.9917582417582418,0.008241758241758242,67,44,31,0,90,223,0,51,0,0.0
Virginia,Chesterfield,2020,279,0.992831541218638,0.007168458781362007,61,44,32,0,0,220,0,59,0,0.0
Virginia,Covington City,2020,91,0.989010989010989,0.01098901098901099,84,33,10,0,0,0,91,0,0,0.0
Virginia,Fairfax,2020,366,0.855191256830601,0.1448087431693989,100,54,38,0,27,175,0,164,0,0.0
Virginia,Fauquier,2020,242,0.9958677685950413,0.004132231404958678,61,42,31,0,0,242,0,0,0,0.0
Virginia,Frederick,2020,304,0.9407894736842105,0.05921052631578947,78,45,35,0,0,183,0,121,0,0.0
Virginia,Giles,2020,364,0.8406593406593407,0.13736263736263737,200,61,37,0,0,253,111,0,0,0.02197802197802198
Virginia,Hampton City,2020,366,0.9644808743169399,0.03551912568306011,64,45,34,4,8,202,0,152,0,0.0
Virginia,Hanover,2020,245,0.9918367346938776,0.00816326530612245,64,45,34,0,0,245,0,0,0,0.0
Virginia,Henrico,2020,366,0.9234972677595629,0.07650273224043716,71,48,36,1,2,228,0,135,0,0.0
Virginia,Hopewell City,2020,48,1.0,0.0,15,13,6,0,0,0,0,0,48,0.0
Virginia,Loudoun,2020,366,0.9644808743169399,0.03278688524590164,108,45,33,0,25,309,0,32,0,0.00273224043715847
Virginia,Lynchburg City,2020,110,0.990909090909091,0.00909090909090909,54,38,21,0,0,0,0,110,0,0.0
Virginia,Madison,2020,362,0.994475138121547,0.0055248618784530384,54,45,37,0,0,350,0,12,0,0.0
Virginia,Norfolk City,2020,365,0.9917808219178083,0.00821917808219178,60,31,17,11,266,0,0,87,1,0.0
Virginia,Prince Edward,2020,361,1.0,0.0,49,42,30,0,0,361,0,0,0,0.0
Virginia,Prince William,2020,364,0.9807692307692307,0.019230769230769232,74,44,32,0,1,363,0,0,0,0.0
Virginia,Richmond City,2020,364,0.9478021978021978,0.0521978021978022,77,44,29,1,107,0,0,256,0,0.0
Virginia,Roanoke,2020,366,0.9234972677595629,0.07650273224043716,69,48,35,0,9,182,0,175,0,0.0
Virginia,Rockbridge,2020,263,1.0,0.0,49,42,31,0,0,243,0,20,0,0.0
Virginia,Rockingham,2020,363,0.9807162534435262,0.01928374655647383,74,44,32,0,100,226,0,37,0,0.0
Virginia,Salem City,2020,110,0.9636363636363636,0.03636363636363636,66,42,23,0,0,0,0,110,0,0.0
Virginia,Stafford,2020,362,0.9861878453038674,0.013812154696132596,84,44,32,0,0,360,0,0,2,0.0
Virginia,Suffolk City,2020,244,0.9877049180327869,0.012295081967213115,67,44,36,0,0,244,0,0,0,0.0
Virginia,Virginia Beach City,2020,109,0.944954128440367,0.05504587155963303,71,45,23,0,0,0,0,109,0,0.0
Virginia,Winchester City,2020,58,1.0,0.0,18,12,6,0,0,0,0,0,58,0.0
Virginia,Wythe,2020,235,0.9914893617021276,0.00851063829787234,61,45,34,0,0,235,0,0,0,0.0
Washington,Adams,2020,364,0.9725274725274725,0.005494505494505495,241,33,13,0,0,0,0,364,0,0.02197802197802198
Washington,Asotin,2020,350,0.7514285714285714,0.22285714285714286,289,62,29,0,0,0,0,350,0,0.025714285714285714
Washington,Benton,2020,365,0.8684931506849315,0.09863013698630137,908,54,33,0,0,114,0,179,72,0.019178082191780823
Washington,Chelan,2020,366,0.8497267759562842,0.11748633879781421,489,54,21,0,0,0,0,366,0,0.0273224043715847
Washington,Clallam,2020,366,0.9180327868852459,0.06284153005464481,309,47,33,0,0,229,0,137,0,0.01639344262295082
Washington,Clark,2020,366,0.8524590163934426,0.12295081967213115,509,58,27,0,0,66,0,300,0,0.01092896174863388
Washington,Columbia,2020,365,0.9561643835616438,0.021917808219178082,233,41,18,0,0,27,0,338,0,0.021917808219178082
Washington,Cowlitz,2020,366,0.9508196721311475,0.02459016393442623,257,38,16,0,0,0,0,366,0,0.02459016393442623
Washington,Franklin,2020,336,0.9553571428571429,0.020833333333333332,260,34,14,0,0,0,0,336,0,0.023809523809523808
Washington,Garfield,2020,335,0.9432835820895522,0.029850746268656716,228,36,15,0,0,0,0,335,0,0.026865671641791045
Washington,Grant,2020,366,0.9453551912568307,0.0273224043715847,283,39,16,0,0,0,0,366,0,0.0273224043715847
Washington,Grays Harbor,2020,366,0.9453551912568307,0.03278688524590164,218,38,20,0,0,0,0,366,0,0.02185792349726776
Washington,Jefferson,2020,340,0.9676470588235294,0.008823529411764706,208,33,18,0,0,0,0,340,0,0.023529411764705882
Washington,King,2020,366,0.8114754098360656,0.1557377049180328,275,62,36,0,53,152,0,161,0,0.03278688524590164
Washington,Kitsap,2020,361,0.9418282548476454,0.0332409972299169,221,38,18,0,0,0,0,361,0,0.024930747922437674
Washington,Kittitas,2020,365,0.8767123287671232,0.09315068493150686,459,54,18,0,0,0,0,365,0,0.021917808219178082
Washington,Klickitat,2020,294,0.9489795918367347,0.02040816326530612,669,36,17,0,0,0,0,294,0,0.013605442176870748
Washington,Lewis,2020,323,0.9721362229102167,0.02786377708978328,57,34,19,0,0,0,0,323,0,0.0
Washington,Mason,2020,357,0.9243697478991597,0.05042016806722689,324,41,18,0,0,0,0,357,0,0.022408963585434174
Washington,Okanogan,2020,366,0.6557377049180327,0.3087431693989071,423,71,35,0,0,0,0,366,0,0.030054644808743168
Washington,Pend Oreille,2020,20,0.9,0.1,59,53,35,0,0,0,0,20,0,0.0
Washington,Pierce,2020,366,0.8032786885245902,0.16666666666666666,231,62,40,0,11,249,0,106,0,0.030054644808743168
Washington,Skagit,2020,272,0.9889705882352942,0.011029411764705883,52,31,16,0,0,17,0,255,0,0.0
Washington,Snohomish,2020,366,0.7978142076502732,0.17486338797814208,225,64,30,0,0,0,0,366,0,0.0273224043715847
Washington,Spokane,2020,366,0.8825136612021858,0.09836065573770492,479,52,33,0,0,119,0,215,32,0.00819672131147541
Washington,Stevens,2020,366,0.7349726775956285,0.24043715846994534,536,63,32,0,0,0,0,329,37,0.01366120218579235
Washington,Thurston,2020,366,0.9289617486338798,0.05191256830601093,217,44,25,0,0,126,0,240,0,0.01912568306010929
Washington,Walla Walla,2020,366,0.9016393442622951,0.07377049180327869,819,50,22,0,0,0,0,143,223,0.00819672131147541
Washington,Whatcom,2020,366,0.8688524590163934,0.09836065573770492,212,59,29,0,0,86,127,153,0,0.03278688524590164
Washington,Whitman,2020,366,0.9617486338797814,0.01639344262295082,212,35,15,0,0,0,0,366,0,0.02185792349726776
Washington,Yakima,2020,366,0.6775956284153005,0.2814207650273224,465,76,35,0,0,0,0,365,1,0.030054644808743168
West Virginia,Berkeley,2020,278,0.9388489208633094,0.06115107913669065,95,48,36,0,0,227,0,51,0,0.0
West Virginia,Brooke,2020,366,0.9098360655737705,0.09016393442622951,94,48,20,0,0,0,137,115,114,0.0
West Virginia,Cabell,2020,284,0.9507042253521126,0.04929577464788732,100,47,36,0,0,225,0,59,0,0.0
West Virginia,Gilmer,2020,363,1.0,0.0,49,41,29,0,0,363,0,0,0,0.0
West Virginia,Greenbrier,2020,234,0.9914529914529915,0.008547008547008548,54,44,34,0,0,234,0,0,0,0.0
West Virginia,Hancock,2020,366,0.9153005464480874,0.08196721311475409,133,49,32,0,0,212,75,49,30,0.00273224043715847
West Virginia,Harrison,2020,118,0.9322033898305084,0.06779661016949153,78,43,26,0,0,0,0,118,0,0.0
West Virginia,Kanawha,2020,366,0.9344262295081968,0.06557377049180328,84,48,37,0,0,246,0,120,0,0.0
West Virginia,Marion,2020,74,0.9324324324324325,0.06756756756756757,67,47,26,0,0,0,0,74,0,0.0
West Virginia,Marshall,2020,354,0.9661016949152542,0.03389830508474576,68,37,6,0,0,0,238,116,0,0.0
West Virginia,Mason,2020,362,0.9613259668508287,0.03314917127071823,113,29,1,0,0,0,362,0,0,0.0055248618784530384
West Virginia,Mineral,2020,134,1.0,0.0,3,1,1,0,0,0,134,0,0,0.0
West Virginia,Monongalia,2020,362,0.9613259668508287,0.03867403314917127,90,46,33,0,0,225,88,49,0,0.0
West Virginia,Ohio,2020,274,0.8905109489051095,0.10583941605839416,101,51,38,0,0,223,0,51,0,0.0036496350364963502
West Virginia,Tucker,2020,358,0.994413407821229,0.00558659217877095,51,44,33,0,0,357,0,1,0,0.0
West Virginia,Wood,2020,366,0.9480874316939891,0.05191256830601093,80,45,32,0,0,227,83,56,0,0.0
Wisconsin,Ashland,2020,366,0.9672131147540983,0.03278688524590164,71,43,32,0,0,295,0,71,0,0.0
Wisconsin,Brown,2020,366,0.8524590163934426,0.1448087431693989,119,55,35,0,0,168,0,198,0,0.00273224043715847
Wisconsin,Columbia,2020,203,0.9211822660098522,0.059113300492610835,115,48,38,0,0,203,0,0,0,0.019704433497536946
Wisconsin,Dane,2020,366,0.7814207650273224,0.21311475409836064,112,59,39,0,0,147,0,219,0,0.00546448087431694
Wisconsin,Dodge,2020,366,0.8114754098360656,0.1830601092896175,136,56,38,0,0,231,0,133,2,0.00546448087431694
Wisconsin,Door,2020,205,0.8975609756097561,0.08292682926829269,150,51,36,0,0,205,0,0,0,0.01951219512195122
Wisconsin,Eau Claire,2020,366,0.8524590163934426,0.14754098360655737,93,54,37,0,0,171,0,194,1,0.0
Wisconsin,Fond du Lac,2020,205,0.9463414634146341,0.04390243902439024,115,46,36,0,0,205,0,0,0,0.00975609756097561
Wisconsin,Forest,2020,366,0.9234972677595629,0.07650273224043716,93,47,35,0,0,280,0,86,0,0.0
Wisconsin,Grant,2020,361,0.8448753462603878,0.15512465373961218,82,55,30,0,0,0,0,361,0,0.0
Wisconsin,Jefferson,2020,210,0.9,0.08095238095238096,136,51,38,0,0,210,0,0,0,0.01904761904761905
